,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
190,neutral,positive,MISS,Godt nyt for AGF: Frederik Tingager træner på græs,[-2.0280826  4.963445  -2.3661506],[9.181940e-04 9.984269e-01 6.548071e-04]
191,neutral,negative,MISS,"4 ud af 5?
Ud af de 11.000 nye der kan komme med i ordningen er der 800 der vil komme fra et arbejde. Så det er snarer 8 ud af 9.
#dkmedier #dkpol #detheltstorebluffnummer",[-2.1339757  4.6502414 -1.9120762],[0.00112862 0.9974623  0.00140902]
192,neutral,neutral,TRUE,"EKSAMEN i dag viser, hvem der står på den gamle politik eller den forandrende kurs for et opgør med klimaudfordringerne.

#dkgreen #derforuffe #fv19 #dkpol",[-0.15890583  4.2955494  -3.680911  ],[1.1489125e-02 9.8817152e-01 3.3939045e-04]
193,positive,positive,TRUE,"Så er det forår🌼😎☀️ Årets første gin tonic i gården🍸
#hyggepåboulevarden #forårinummerotte",[-3.1631098 -2.4965217  5.762012 ],[1.3295321e-04 2.5893710e-04 9.9960810e-01]
194,neutral,positive,MISS,Hvis jeg nogensinde skal have briller 👍😎,[-2.0157883  4.5561037 -2.0333626],[0.00139528 0.9972338  0.00137097]
195,negative,negative,TRUE,"Skandaløst ringe dommerpræstation over hele linjen. Hvis TVW og Okore er offside, så hedder jeg Henning, og hvis Arajuuri ikke laver hands, er der lang vej hjem, som Wafande ville sige det...",[ 5.737758  -2.5648546 -3.468098 ],[9.99651790e-01 2.47782154e-04 1.00414436e-04]
196,negative,negative,TRUE,"Yderligere nedsabling af integrationsområdet skal nu betale for vores sundhedssektor i en tid hvor regeringen har 40 milliarder i overskud på budgettet og hvor Rockwool fonden har vist, at integrationsbesparelserne øger kriminaliteten.
#dkpol
[LINK]",[ 5.775821  -2.6069572 -3.4677882],[9.9967468e-01 2.2869905e-04 9.6696356e-05]
197,negative,negative,TRUE,"Ja, hvordan undgår man at blive en nyttig idiot. Sendte en af de amerikanske stationer ikke forskudt fra Trump seancer for at kunne faktatjekke undervejs? Måske er politikere og journalister for tæt knyttede som det er nu, altså der synes at være en del mikrofonholderi...",[ 5.6876564 -1.9774628 -4.018392 ],[9.9947053e-01 4.6865264e-04 6.0881659e-05]
198,negative,negative,TRUE,"""Jeg har svært ved at se andet, end at hvis tilliden til [Venstre, LA og DF] skal genskabes, så skal der skiftes ud på øverste hylde""

Kommentar af Morten Grothe-Kræmmergaard (gratis): #dkpol",[ 3.8636098  -0.01944639 -3.77781   ],[9.7936672e-01 2.0163015e-02 4.7023920e-04]
199,negative,negative,TRUE,"Hvordan kan man overhovedet stille det spørgsmål?!? Det burde i et demokrati være en selvfølge: man lader klovnen udtale sit vrøvl, og så sørger man for at bure alle anti-demokratiske voldspsykopater inde … Gud jøsses #dkpol #dktro #dkmedier #SelvIdioterHarYtringsfrihed",[ 5.7382054 -2.750588  -3.339196 ],[9.9968016e-01 2.0569557e-04 1.1418152e-04]
200,neutral,neutral,TRUE,Det er der heller ikke. Det er derfor man i stedet snakker om et ikke eksisterende kupforsøg.,[-1.9972575  4.766573  -2.1295757],[0.0011523  0.9978382  0.00100949]
201,positive,positive,TRUE,"HTKom: Danish Open i Taastrup en succes 😄 5 forrygende dage med svømning i topklasse. 8 danske rekorder og 12 svømmere udtaget til VM. ”Vi er dybt imponeret over det set-up, der er blevet etableret på kun 14 dage i Taastrup...",[-2.8974118 -2.769173   5.636937 ],[1.9651547e-04 2.2340377e-04 9.9958009e-01]
202,positive,positive,TRUE,"Wow, det var en dejlig søndagsskumringsmeddelelse :) Glad for at du kan lide den!",[-2.7997262 -2.5539348  5.5871024],[2.2773053e-04 2.9118377e-04 9.9948114e-01]
203,negative,negative,TRUE,"Jeg tweetede tidligere i dag om politikere, der fejler på Twitter og optræder klodsede og arrogante. 

Mon det er en bevidst strategi? #dkpol",[ 5.736376  -2.502598  -3.5270119],[9.9964106e-01 2.6406042e-04 9.4799478e-05]
204,negative,negative,TRUE,"Det er så kryptisk at diskutere med typer som dig. Det er ikke kun noget jeg mener.. havde han ikke lov og ret til det... ja, så fik han nok ikke lov.",[ 5.129459  -0.9545561 -4.3615522],[9.9765092e-01 2.2736546e-03 7.5350305e-05]
205,negative,positive,MISS,"""Jeg ville ikke sidde her, hvis jeg ikke troede på det.""
Der er alt for meget på spil til ikke at være helt engageret i #EP2019
#dkpol #eudk #dkmedier #VoteVolt 
",[ 3.5279758  1.2579802 -4.8595247],[9.0617442e-01 9.3619257e-02 2.0633196e-04]
206,negative,negative,TRUE,"Fedt igen at se at Viasats eksperter er ukvalificeret. At graulund kan sætte Duncan og Zidan over Dame, er mærkeligt. At overhovedet have Duncan på en top fem kan udfordres. Santin, Jimmy Fall, Utaka, Pukki, Nordstrand, zuma osv er sgu da bedre end Dunken #sldk #biffck",[ 5.6862035 -2.6758633 -3.3320162],[9.9964535e-01 2.3347841e-04 1.2113866e-04]
207,negative,negative,TRUE,Der vil jeg anbefale at du læser op på hvad de facto betyder. Det svarer til at lovgive om at svin skal slagtes på Grønland og derefter undre sig over at slagterier lukker.,[ 5.67139   -2.3939207 -3.513582 ],[9.99583423e-01 3.14122619e-04 1.02526574e-04]
208,negative,negative,TRUE,JP mener: Fænomenet Rasmus Paludan må udløse alvorlig selvransagelse hos alle partier - alle partiet har været medvirkende til at ændre dk med masseindvandring. Det har kostet og vil koste endnu mere i fremtiden ... desværre #dkpol,[ 5.7481704 -2.7271807 -3.3537407],[9.99680161e-01 2.08479207e-04 1.11416906e-04]
209,positive,negative,MISS,"🙄 Pitchfork var en cool musikblog engang. Nu lyder de som P3. Der var mange fede sange i 2018. Jeg synes dog ikke at nogle af disse er i blandt dem. Snail Mail udsendte et fedt album, men det er næppe en af årets bedste sange. Mærkeligt at man kan opfatte musikår så forskelligt.",[-3.1180332 -1.0056161  4.707739 ],[3.9783772e-04 3.2894034e-03 9.9631280e-01]
210,neutral,negative,MISS,"Hvorfor var der ikke straffe til AaB der? Der er jo straffe INDEN der er offside. 
Ligesom i Arsenal-Tottenham. Det mener reglerne i England jo i hvert fald:",[ 1.6957158  2.8656347 -4.356841 ],[2.3673774e-01 7.6270545e-01 5.5676943e-04]
211,negative,negative,TRUE,"Really? - det bliver sgu sværere og sværere at overbevise min bedre halvdel om at at Danmark overhovedet ønsker at man skal integrere sig. Jeg fattes ord. Gad vide om vil støtte det?

#dkpol #pakker #snart #sydfrugter",[ 5.4568257 -2.903765  -2.8524373],[9.9952018e-01 2.3379383e-04 2.4610726e-04]
212,negative,negative,TRUE,"Åbent spørgsmål; tror mænd, at kvinder ikke ser, når de lige kigger og vurderer ben&amp;røv&amp;det hele, mens man taler i professionel sammenhæng om noget arbejdsagtigt?
Er de ligeglade?
Er det meningen, hun skal se det?
Er det noget andet? 
Jeg shamer ikke, jeg undrer mig helt ægte.",[ 5.7477384 -2.451451  -3.6039004],[9.9963844e-01 2.7477695e-04 8.6791631e-05]
213,neutral,neutral,TRUE,"Jo jo, men med den tiltro, der er til Stage i Aarhus, kunne han vel godt have været nået til Basel til de sidste 20 minutter, hvis han havde fået opkaldet i pausen?",[-1.6739224  4.959819  -2.735815 ],[1.3129093e-03 9.9823308e-01 4.5400500e-04]
214,neutral,positive,MISS,"Lige præcis - det er derfor vi har foreslået en grundlæggende omlægning af registreringsafgiften, forbud mod salg af benzin- og dieselbiler i 2025 samt vores store landbrugsplan om udtagning af 1/3 af landbrugsjorden fra intensiv drift. Det er den vej, vi tror det er bedst at gå.",[ 0.69449806  3.3642223  -3.750633  ],[6.473446e-02 9.345059e-01 7.596957e-04]
215,negative,positive,MISS,"Du bestemmer helt selv om, hvad du vil bruge den ekstra frihed en liberal regering giver dig i form af færre køer og lavere skatter til - om du vil hente dine børn tidligere eller arbejde mere - det er helt op til dig 😊 - nogle vil gøre det ene - andre det andet.",[ 5.3713894 -1.9310801 -3.6202054],[9.9920231e-01 6.7333522e-04 1.2435224e-04]
216,negative,negative,TRUE,"Ikke blandt skolebørn, det har jo været kendt han stod ved skoler for at videofilme til youtube. men.. den brede befolkning har ikke anet hvad han egentlig var for en person det er sket efter de 4.600 artikler der har været i April måned ps. fedter du for medierne ?#dkmedier",[ 5.647573  -2.6598575 -3.2790568],[9.9962068e-01 2.4658357e-04 1.3275445e-04]
217,negative,neutral,MISS,Spidskandidat for Klaus Riskær Pedersen anklages for fusk med smykkefirma,[ 3.0232852  1.764362  -4.8976903],[7.7862054e-01 2.2109683e-01 2.8267660e-04]
218,neutral,neutral,TRUE,"Seneste nyt fra Danmark og Verden #nyheder: Danskere tilbragte påsken online i sommerhuset Mange forbinder formentlig sommerhus med gåture, brætspil og gode bøger, men noget tyder på, at danskere er lige så meget online i sommerhuset som derhjemme.
En an…",[-2.2133658  4.838493  -2.0945747],[8.6420716e-04 9.9816257e-01 9.7321416e-04]
219,negative,negative,TRUE,"Venter spændt på, om medierne nu også vil fokusere på, at Socialdemokratiet har omfartsvejen ved Mariager med i deres infrastrukturplan. Tankevækkende hvordan samfundsøkonomien i projekter kun er vigtige, når borgerlige partier går ind for dem #dkpol #dkmedier #togfonden",[ 5.736074  -2.237684  -3.7725084],[9.9958152e-01 3.4423833e-04 7.4181138e-05]
220,negative,negative,TRUE,"Min #fredagsbog er Stephen Kings (erindret elendige) Desperation, fordi er uenig med min erindring (og jeg vil være sikker på, at han tager fejl)",[ 5.310348  -2.8023171 -2.8482347],[9.9941444e-01 2.9954352e-04 2.8610020e-04]
221,negative,negative,TRUE,"Fiasko eller ej, det er uden betydning. Jeg fatter ikke hvorfor DF hele tiden skal gøre sig til smagsdommere. Dette land bliver fattigere med deres indblanding i film og TV. #dkmedier #dkpol #
[LINK]",[ 5.8162217 -2.5982344 -3.5316818],[9.9969137e-01 2.2157154e-04 8.7121058e-05]
222,negative,negative,TRUE,"De manglende svar fra og siger vel bare at de ingen klimaplan har som rent faktisk kan bruges til noget , kun ideologier ingen holdbare løsninger . #dkpol #dkgreen",[ 5.848163  -2.452906  -3.6986113],[9.9968052e-01 2.4817194e-04 7.1408511e-05]
223,negative,negative,TRUE,"Nogen gør altså hvad de kan, for at skaffe sig så mange fjender som muligt, blot for at få lidt omtale i pressen. #dkpol",[ 5.6675363 -2.5760467 -3.3500926],[9.9961591e-01 2.6283955e-04 1.2120675e-04]
224,neutral,positive,MISS,"Baggrundsinfo: Folkeforbundet er kendt, fordi det indførte principiel ligestilling mellem kønnene ved alle stillingsbesættelser i 1919, altså lang tid inden det blev muligt for kvinder at blive ansat som diplomater i de fleste nationale udenrigstjenester.",[-1.6033454  4.4391875 -2.2354243],[0.00236692 0.99637514 0.00125799]
225,neutral,neutral,TRUE,"Hvordan er det med sætningen ""Det ligner, at...""? Er det generelt accepteret at skrive? Jeg ser det flere og flere steder, men plejer at anbefale at rette det til ""Det ser ud som om, at"", når jeg redigerer tekster, men måske har jeg ikke fulgt ordenligt med.",[-1.5355235  4.8084736 -2.9128292],[1.7534058e-03 9.9780422e-01 4.4230931e-04]
226,neutral,negative,MISS,RT @USER: Må si det er ting som bekymrer meg mer her i landet enn hvilken kanal skirenn sendes på. Virkelig! #dax18,[-2.2505472  4.6465178 -1.8135486],[0.00100815 0.9974311  0.00156067]
227,neutral,neutral,TRUE,Ung mand kørte med hash i systemet,[-1.4478614  4.8932114 -2.957275 ],[1.7586256e-03 9.9785268e-01 3.8872595e-04]
228,negative,negative,TRUE,"Stop pirateri og verdenshistoriens største kunsttyveri ! husk: Free internet betyder ikke internet for free! Og har aldrig gjort det. Det er noget, IT giganterne har bildt dig ind. #dkpol #eupol",[ 5.717723  -2.6916478 -3.3475332],[9.9966168e-01 2.2269470e-04 1.1557457e-04]
229,negative,negative,TRUE,"Din familie? Er koranen en familie? Det er en voldelig fascistoid ideologi, få dog noget perspektiv, lmfao. Volden, afbrændingerne og mordforsøgene er blevet genereret efter han har demonstreret i 2 minutter og 37 sekunder det ene sted",[ 5.7168903 -2.7688024 -3.284561 ],[9.9967051e-01 2.0633230e-04 1.2319021e-04]
230,neutral,neutral,TRUE,Jeg synes at den isolationerede dækning også har medført en højredrejning af hele diskursens præmisser -&gt;,[-1.8804092  4.8813634 -2.55349  ],[1.1551575e-03 9.9825555e-01 5.8928563e-04]
231,positive,positive,TRUE,"Lyt podcasten, se dokumentaren - det er ikke bare dødgodt journalistisk arbejde, det er dødspændende.",[-2.873677 -2.665457  5.649562],[1.9870632e-04 2.4470376e-04 9.9955660e-01]
232,neutral,neutral,TRUE,"Jo, når du kigger på det flydende gennemsnit af alle målinger.",[-1.6709718  4.941004  -2.7666144],[1.3417673e-03 9.9820960e-01 4.4858592e-04]
233,negative,negative,TRUE,"Der røg det sidste af min respekt for @USER, at man kan kommentere sådan, fordi man er uenig, er simpelthen for lavt. 
Sådan skal en udenrigsminister bare ikke opførere sig på SoMe! 
#dkpol",[ 5.7636833 -2.7174265 -3.3904812],[9.9968708e-01 2.0728361e-04 1.0574528e-04]
234,neutral,neutral,TRUE,Kuhn færdig i Hobro,[-1.42486   4.757351 -2.801143],[2.0605235e-03 9.9741912e-01 5.2031409e-04]
235,neutral,negative,MISS,"Det er lige meget, at ""Den danske sang"" blev skrevet til et korstævne i 1924, og at ”gay” egentlig betyder munter. De betyder noget andet nu, og det skal man kunne diskutere og forholde sig kritisk til, skriver forsker Jan Thorhauge Frederiksen #dkpol
[LINK]",[-1.9103472  4.964851  -2.5331447],[1.0314556e-03 9.9841523e-01 5.5331597e-04]
236,negative,negative,TRUE,"Vrøvl. Troen på vores samfund bryder sammen, når det står klart, at Folketinget ikke længere er landets lovgivende magt, og ministeriers misbrug af bl.a. politiet ignoreres.

Meget lovgivning herunder færdselsloven overtrædes dagligt, uden det påtales.",[ 5.7736893 -2.677159  -3.4027402],[9.9968290e-01 2.1365122e-04 1.0341641e-04]
237,positive,positive,TRUE,"RT @USER: #dkpol #dkkultur Absolut en artikel, der er værd at læse

[LINK]",[-3.6195889 -1.1493917  5.282391 ],[1.3588200e-04 1.6067741e-03 9.9825734e-01]
238,negative,negative,TRUE,"Jo, det kunne jo starte med at de etablerede partier alle klart tilkendegiver, at manden ikke har en chance for indflydelse. Lige nu er meldingen fra jer, at I ikke vil udelukke noget... God 4. maj!",[ 5.742666  -2.6802094 -3.343015 ],[9.99667048e-01 2.19708600e-04 1.13238544e-04]
239,negative,neutral,MISS,"NPR lavede i 2015 en historie om Pete, der hang folk ud online, der opførte sig dårligt i metroen. Er der nogen der kender et godt dansk eksempel på det samme? Det, at blive så iriteret, at man går ret langt for at komme det til livs/gøre opmærksom på det?
[LINK]",[ 3.475215  1.371167 -4.937786],[8.9111972e-01 1.0868249e-01 1.9779537e-04]
240,neutral,positive,MISS,"Bager fastelavnsboller. Har spist resten af kagecreme, imens bollerne er i ovnen.",[-2.1548479  4.895637  -2.2552931],[8.655595e-04 9.983516e-01 7.828416e-04]
241,positive,positive,TRUE,Han bliver omtalt som “gårdens maskot” af de andre beboere 😂❤️🤗,[-3.207535 -2.455672  5.432577],[1.7676954e-04 3.7491877e-04 9.9944836e-01]
242,neutral,negative,MISS,Nå. Men hvad er dit svar?,[-1.4507744  4.8083954 -2.9694085],[1.9083838e-03 9.9767369e-01 4.1795662e-04]
243,neutral,neutral,TRUE,"for længe siden kunne man anmode om at få / købe en af de gamle klippekort automater.. Men hvad er de koster..?? Det kan jeg ikke huske, og jeg kan heller ikke finde det gamle opslag i lavede på Facebook..",[ 1.5631268  3.0856118 -4.451829 ],[1.7901759e-01 8.2054526e-01 4.3715315e-04]
244,positive,positive,TRUE,"Danske børn er for dårlige til sprog, men det kan en stor pædagogisk succeshistorie fra Horsens måske lave om på 👶📚",[-3.3912642 -1.8300954  5.405011 ],[1.5116375e-04 7.2020246e-04 9.9912864e-01]
245,negative,positive,MISS,"GINI ❤️ #lfcdk 
Premier League’s mest undervurderede midtbanespiller!",[ 3.5500233 -2.730292  -1.0918491],[0.9886186  0.00185149 0.00952992]
246,positive,positive,TRUE,så er serien igang med sin sidste sæson. Jeg er begejstret. Tak til Imperial for et godt arrangement med @USER. Gæster og,[-3.172685  -2.552181   5.7552485],[1.3258151e-04 2.4658383e-04 9.9962080e-01]
247,neutral,negative,MISS,Information ønsker berufsverbot mod islamkritikere: - Kan advokat Rasmus Paludan forsvare udlændinge og samtidig være med i For Frihed? #dkpol,[-1.86781    5.0080805 -2.6395395],[1.0308216e-03 9.9849272e-01 4.7645916e-04]
248,neutral,negative,MISS,"»Nu hvor jeg har tænkt over det, Christiane, så kan jeg godt se, at jeg har jeg har smadret alle ruderne i dit drivhus, men du skal vide, at jeg er åben overfor, at du rydder op.«",[-1.2810761  4.5101304 -2.9253428],[3.0432052e-03 9.9636900e-01 5.8780744e-04]
249,positive,negative,MISS,"Jeg elsker virkelig Eurovision, men er enig med Mari Boine i at man skal og må boikotte det i år. Jeg har alltid ment at det er en ikke-politisk musikkonkurranse, men det får være grenser for hva vi skal tåle som medmennesker. #boicotIsrael",[-3.4939878 -0.964806   5.0981226],[1.8509883e-04 2.3217392e-03 9.9749315e-01]
250,positive,positive,TRUE,"Havde det på samme måde - og det er IKKE en kritik af hverken håndbold eller præstationen. For nogle af os er klubfodbolden bare større. Meget større. Og det her er fra mig til dig, @USER:",[-3.1166565 -2.531648   5.713133 ],[1.4624928e-04 2.6251841e-04 9.9959129e-01]
251,neutral,neutral,TRUE,RT @USER: Pape skærer igennem: Der vil komme IS-krigere tilbage til Danmark,[-1.3603215  4.828663  -2.8998568],[2.0468088e-03 9.9751413e-01 4.3900125e-04]
252,negative,neutral,MISS,Er samfundsomstyrtende virksomhed ikke allerede forbudt? Ellers må du definere mere præcist hvad det er du hentyder til. Bare til forståelsen så hentyder jeg til islams imperativ vedr. sharia,[ 5.294666  -1.79652   -3.7694747],[9.9905270e-01 8.3162135e-04 1.1563313e-04]
253,positive,neutral,MISS,Uha det var langt tid og du er tålmodig at de gør det færdig ❤️❤️,[-2.984011  -2.401836   5.6057887],[1.8589683e-04 3.3274191e-04 9.9948138e-01]
254,positive,positive,TRUE,"har som den første kommune søsat en chatbot, der kan besvare borgernes spørgsmål døgnet rundt. Yderligere fem kommuner er på vej med chatbots for at styrke borgerservicen. Vi er glade for at hjælpe til. #dkpol #kompoldk #AlleTidersRoskilde",[-3.1367044 -2.5196242  5.6874676],[1.4707149e-04 2.7259806e-04 9.9958032e-01]
255,neutral,positive,MISS,Jeg er ikke enig. Jeg går på valg på at beholde rosiner i bagværk #dkpol #KlimaLine,[-2.0988355  4.8021    -2.1478293],[1.0048678e-03 9.9803835e-01 9.5682236e-04]
256,negative,negative,TRUE,"Jeg sagde at NÅR racisten &amp; hans lige popper op, så ska de mødes med demokratiets fulde kraft. Og her popper de så op...

Hva faen tænker I på @USER? De ønsker blod i gaderne &amp; etnisk udrensning FFS!

Det her er dødsensfarligt!

#dkpol
[LINK]",[ 5.7382407 -2.7525694 -3.317189 ],[9.99678016e-01 2.05280652e-04 1.16717805e-04]
257,neutral,neutral,TRUE,"RT @USER: Kære #twitterhjerne 

Hvordan gør jeg min grill sommerklar!?",[-2.5666907  4.1972084 -0.9740858],[0.00114688 0.9932145  0.00563869]
258,negative,negative,TRUE,"#dkpol
Anna Libak anfægter vores ret til at lave en kampagne, der handler om, hvordan fattigdom og ulighed vokser i Danmark . . . Det baserer sig også på et udemokratisk syn på civilsamfundets rolle.[LINK]",[ 5.8033185 -2.5804677 -3.5125928],[9.9968159e-01 2.2847022e-04 8.9952417e-05]
259,positive,positive,TRUE,"Det her må vi kunne gøre meget bedre. Viden skal i spil - ikke mindst i rygraden af Danmarks erhvervsliv, de små og mellemstore virksomheder, hvor viden sikrer udvikling og godt workflow. Tak til for endnu en gang at gøre os klogere. #videnispil",[-3.196798  -2.4065204  5.74741  ],[1.3043622e-04 2.8748246e-04 9.9958211e-01]
260,neutral,neutral,TRUE,"Spritny Megafon måling giver Nye Borgerlige 7 mandater.

Jeg tror på, at mange danskere i det stille er dybt trætte af de gamle partier og støtter Nye Borgerlige. Ca. 30 % af vælgerne har ikke ytret sig / besluttet...",[-1.7429397  4.943486  -2.6138966],[1.2455295e-03 9.9823308e-01 5.2131759e-04]
261,neutral,neutral,TRUE,“EU skal vise vejen til en grønnere verden. Vi har travlt. EU skal være klimaneutralt senest 2050” - #ep19dk-budskab fra #dkenergi,[-2.1186757  4.9553413 -2.3825855],[8.4555853e-04 9.9850500e-01 6.4942514e-04]
262,positive,neutral,MISS,"💬 Lad os høre, hvad du mener – bidrag til årets tilskuerundersøgelse i og hjælp os med at gøre det hele lidt bedre 👇🏼 #fcm #fcmlive #sldk 

[LINK]",[-3.0266774 -2.724508   5.694504 ],[1.6303192e-04 2.2054788e-04 9.9961638e-01]
263,negative,negative,TRUE,"Er den asfalt-aftale ikke snart lidt tyndslidt? #dkpol 
[LINK]",[ 5.631227  -1.7272234 -4.070095 ],[9.9930215e-01 6.3674041e-04 6.1159786e-05]
264,neutral,neutral,TRUE,"Det er overordnet en konjunkturer effekt, men hvor grupper med lav besk. oplever de største stigninger i beskæftigelsesgraden - så ja, de bidrog også, men de er ikke så mange at de kan flytte den aggregerede kurve så meget",[-2.0490456  4.9308114 -2.4187286],[9.289747e-04 9.984291e-01 6.418783e-04]
265,neutral,neutral,TRUE,"Alternativet er tæt på spærregrænsen i en ny måling, som Epinion har foretaget for DR. Partiet står til 2,4 procent af stemmerne hvilke er en halvering af deres valgresultat fra 2015. #dkpol #fv19",[-1.6613688  4.8946705 -2.661761 ],[1.4187464e-03 9.9805957e-01 5.2172283e-04]
266,positive,positive,TRUE,"🇩🇰 #GoCards 🇩🇰

Det vrimler med fans fra nærmest alle NFL-hold i Nashville. De mest fantastiske mennesker, vi har mødt, er Lisa og hendes mand Rick (på billedet👇). Rick har kun misset ÉN (!!!) hjemmekamp siden 1988, hvor Cardinals kom til Arizona 👏🏈 #nfldk #truefans #NFLDraft",[-3.049247  -2.517263   5.7155437],[1.560690e-04 2.656771e-04 9.995783e-01]
267,positive,positive,TRUE,Ka’ vi ikke få det jazzgalskab tilbage?,[-2.521358    0.04035182  2.860917  ],[0.00432013 0.05598004 0.93969977]
268,neutral,neutral,TRUE,"Nej, jeg ændrer manuelt formation inde i kampen, og så sker denne bug",[-1.6418908  4.973219  -2.808707 ],[1.3376176e-03 9.9824595e-01 4.1647596e-04]
269,neutral,neutral,TRUE,"Men hvis ikke det står på døren, så skal ministrene vel passes af folketingsbetjenten?",[-0.10442106  4.245652   -3.818265  ],[1.2737471e-02 9.8695195e-01 3.1058560e-04]
270,negative,negative,TRUE,"RT @USER: Afera Srebrnej to jeden wielki skandal. Prokuratura nie tylko wszczęła śledztwo, ale potrafiła od razu wsadzić @USER…",[ 1.6508635  0.6825801 -2.0930274],[0.7125572  0.2705824  0.01686043]
271,negative,negative,TRUE,"I daginstitutionerne er der ikke nok voksne. I skolerne kører man tests lavet af folk, der ikke har været opgaven voksen. På ungdomsuddannelserne rammes de små voksne i stigende grad af angst og stress. Hva' så #dkpol, - skal vi tage os sammen? #uddpol #gymnasiechat #skolechat",[ 5.779166  -2.2992067 -3.8132463],[9.9962175e-01 3.1005798e-04 6.8218731e-05]
272,neutral,neutral,TRUE,"Der er ikke afbrændingsforbud, så medmindre der bringes andre i fare, eller det er anden persons ejendom ( §§ 180 - 181), nej - med forbehold for lokale forbud og påbud og ordesbekendtgørelsen",[-1.7538899  4.898884  -2.5654929],[1.2880373e-03 9.9813986e-01 5.7207618e-04]
273,negative,negative,TRUE,"“Du er uønsket med dit barn i Folketingssalen”. 

@USER får da vredet retorikken og hendes personlige valgkampagne til den sidste dråbe.",[ 5.7245035 -2.7529416 -3.2757244],[9.9966860e-01 2.0804064e-04 1.2334080e-04]
274,negative,positive,MISS,"DBU kan ikke svare noget, fordi det eneste rigtige svar er en fyring af dem. Og det er fair, hvis de lige gør tingene i den rigtige rækkefølge. Men jeg tror på, at den kommer. Det MÅ den gøre. Alt andet vil være for vanvittigt.",[ 5.7963166 -2.6672642 -3.4383843],[9.9969149e-01 2.1094995e-04 9.7563243e-05]
275,negative,neutral,MISS,"Ved vi noget om, hvornår de melder ud efter mødet i aften? Er nysgerrig efter periodens længde og afløseren. Og hvorfor lige nu, når overgrebet ikke er sket sådan lige nu og her...",[ 3.3955157  1.3342581 -4.915005 ],[8.8688672e-01 1.1289516e-01 2.1809949e-04]
276,neutral,neutral,TRUE,"Afviser ikke 100% dit argument. Men de møder op hvis jeg melder en demonstration ... heldigvis. Man skal gerne kunne demonstrere (ligegyldigt budskabet) uden at få tæsk for det tænker jeg? Mener bestemt det er politiets rolle at sørge for, selv for idioter.",[-0.4290562  1.8031962 -0.9098893],[0.09141517 0.8520658  0.05651908]
277,neutral,neutral,TRUE,"Top 20: Mandagsprogrammer i tæt duel #dkmedier #medienyt
[LINK]",[-2.013556   4.977568  -2.4353225],[9.1861223e-04 9.9847883e-01 6.0250610e-04]
278,positive,neutral,MISS,"Måske. Måske ikke. 
Men det er altid godt med ambitioner, hvad enten man er enig eller ej.",[-3.9091196  0.5903489  3.889035 ],[3.9571483e-04 3.5602201e-02 9.6400207e-01]
279,positive,neutral,MISS,"Godt nok er du bibliotrice, men nej det her kan jeg dokumentere 😜",[-3.0846436 -2.4053876  5.739484 ],[1.4707549e-04 2.9009298e-04 9.9956280e-01]
280,positive,positive,TRUE,"Liverpool er selvsagt klasser bedre end Huddersfield, men Keita blir en kæmpe profil næste sæson. Sammen med Alex Oxlade-Chamberlain kan det blive en voldsom midtbane #pldk",[-3.3553526 -1.9638234  5.557866 ],[1.3450702e-04 5.4085196e-04 9.9932468e-01]
281,negative,positive,MISS,"Meget enig med Gode uddannelser kræver international udveksling, og så er det ressourcespild hvis vi ikke sørger for, at dem vi uddanner, også kan bidrage til DK’s økonomi.",[ 5.0489426 -1.9720968 -3.1481774],[9.9883300e-01 8.9185487e-04 2.7512433e-04]
282,positive,negative,MISS,"Klokken er 8, og det er derby-dag. Lige nu plejer jeg at ligge i fosterstilling og ryste af nervøsitet. Det gør jeg ikke - havde ikke engang nerver på i går, og dèt bekymrer mig! 😕 #fcklive #biffck #sldk",[-3.916294   0.1540529  4.450218 ],[2.2934790e-04 1.3434577e-02 9.8633611e-01]
283,positive,positive,TRUE,Og det har du gjort SÅ godt - vi kommer til at savne dig,[-2.7848508 -2.884419   5.514969 ],[2.4844392e-04 2.2489860e-04 9.9952662e-01]
284,negative,negative,TRUE,"Så er der #Presselogen bl.a. med fokus på fuppressemøde der blev valgets første ""løftebrud""... lovede pressen nyheder men det eneste de fik var en lang næse 😡
Genudsendes kl. 13.05 til ære for ""søndags-syvsoverne"" 😍
#dkpol #dkmedier",[ 3.0608633  0.6783822 -3.6583622],[0.9144707  0.08442506 0.0011042 ]
285,neutral,neutral,TRUE,Hvad skal dit forbund hedde?,[-1.8756495  4.7169323 -2.2392905],[1.3673205e-03 9.9768209e-01 9.5048035e-04]
286,neutral,neutral,TRUE,"Min kronik i dag 24 april 2019 : ""Er borgerinddragelse blevet politisk avantgarde ?"" Kan læses for ikke abonnenter af Politiken her:",[-1.1320232  4.617152  -2.9739997],[3.1736942e-03 9.9632335e-01 5.0304260e-04]
287,neutral,neutral,TRUE,"#RamadanWorkshop 

Så er det idag, at #Maahad slår dørene op for deres Ramadanworkshop kl. 14:00.

Adresse: Titangade 15, 2200 København

[LINK]",[-3.2942736   2.9043376   0.84954363],[0.00179821 0.8848371  0.11336464]
288,positive,positive,TRUE,Hahah er så enig. Forøvrig misunnelig på de som ikke har sett det😪,[-2.494446  -3.016312   5.3559623],[3.8935107e-04 2.3104572e-04 9.9937963e-01]
289,positive,positive,TRUE,Fantastisk - ikke mindst når vi når frem til de forløbne to årtier:,[-3.5084658 -0.9744119  5.0798664],[1.8579568e-04 2.3418614e-03 9.9747235e-01]
