,Predicted Labels,True Labels,Misclassification,Text,Logit Values,Probabilities
192,neutral,neutral,TRUE,"EKSAMEN i dag viser, hvem der står på den gamle politik eller den forandrende kurs for et opgør med klimaudfordringerne.

#dkgreen #derforuffe #fv19 #dkpol",[-1.0015218  3.3260674 -2.8166273],[0.01299981 0.9848836  0.00211664]
193,positive,positive,TRUE,"Så er det forår🌼😎☀️ Årets første gin tonic i gården🍸
#hyggepåboulevarden #forårinummerotte",[-3.4849656 -3.3639092  7.494546 ],[1.7046808e-05 1.9240524e-05 9.9996376e-01]
194,positive,positive,TRUE,Hvis jeg nogensinde skal have briller 👍😎,[-3.5576532 -2.9673576  6.9819922],[2.6464155e-05 4.7755104e-05 9.9992573e-01]
195,negative,negative,TRUE,"Skandaløst ringe dommerpræstation over hele linjen. Hvis TVW og Okore er offside, så hedder jeg Henning, og hvis Arajuuri ikke laver hands, er der lang vej hjem, som Wafande ville sige det...",[ 7.435841 -4.497691 -3.170937],[9.9996865e-01 6.5662734e-06 2.4746922e-05]
196,negative,negative,TRUE,"Yderligere nedsabling af integrationsområdet skal nu betale for vores sundhedssektor i en tid hvor regeringen har 40 milliarder i overskud på budgettet og hvor Rockwool fonden har vist, at integrationsbesparelserne øger kriminaliteten.
#dkpol
[LINK]",[ 7.5310307 -4.3075314 -3.4446397],[9.9997556e-01 7.2204994e-06 1.7112621e-05]
197,negative,negative,TRUE,"Ja, hvordan undgår man at blive en nyttig idiot. Sendte en af de amerikanske stationer ikke forskudt fra Trump seancer for at kunne faktatjekke undervejs? Måske er politikere og journalister for tæt knyttede som det er nu, altså der synes at være en del mikrofonholderi...",[ 6.6432333 -2.3870678 -4.536615 ],[9.99866366e-01 1.19710436e-04 1.39506928e-05]
198,neutral,negative,MISS,"""Jeg har svært ved at se andet, end at hvis tilliden til [Venstre, LA og DF] skal genskabes, så skal der skiftes ud på øverste hylde""

Kommentar af Morten Grothe-Kræmmergaard (gratis): #dkpol",[ 0.05485833  3.0445876  -3.8057723 ],[0.0478438  0.95114887 0.00100734]
199,negative,negative,TRUE,"Hvordan kan man overhovedet stille det spørgsmål?!? Det burde i et demokrati være en selvfølge: man lader klovnen udtale sit vrøvl, og så sørger man for at bure alle anti-demokratiske voldspsykopater inde … Gud jøsses #dkpol #dktro #dkmedier #SelvIdioterHarYtringsfrihed",[ 7.6376696 -4.249993  -3.6629727],[9.9998069e-01 6.8745649e-06 1.2364744e-05]
200,negative,neutral,MISS,Det er der heller ikke. Det er derfor man i stedet snakker om et ikke eksisterende kupforsøg.,[ 5.7606974 -1.7296919 -4.3642273],[9.994019e-01 5.580915e-04 4.004435e-05]
201,positive,positive,TRUE,"HTKom: Danish Open i Taastrup en succes 😄 5 forrygende dage med svømning i topklasse. 8 danske rekorder og 12 svømmere udtaget til VM. ”Vi er dybt imponeret over det set-up, der er blevet etableret på kun 14 dage i Taastrup...",[-2.9370887 -4.178688   7.718561 ],[2.356659e-05 6.808903e-06 9.999696e-01]
202,positive,positive,TRUE,"Wow, det var en dejlig søndagsskumringsmeddelelse :) Glad for at du kan lide den!",[-3.602353  -3.5329208  7.856126 ],[1.0559329e-05 1.1318539e-05 9.9997807e-01]
203,negative,negative,TRUE,"Jeg tweetede tidligere i dag om politikere, der fejler på Twitter og optræder klodsede og arrogante. 

Mon det er en bevidst strategi? #dkpol",[ 7.4698353 -4.1501718 -3.61322  ],[9.9997568e-01 8.9843097e-06 1.5370204e-05]
204,negative,negative,TRUE,"Det er så kryptisk at diskutere med typer som dig. Det er ikke kun noget jeg mener.. havde han ikke lov og ret til det... ja, så fik han nok ikke lov.",[ 7.4381576 -3.8166387 -3.9107296],[9.9997520e-01 1.2944743e-05 1.1782299e-05]
205,neutral,positive,MISS,"""Jeg ville ikke sidde her, hvis jeg ikke troede på det.""
Der er alt for meget på spil til ikke at være helt engageret i #EP2019
#dkpol #eudk #dkmedier #VoteVolt 
",[-1.8222233  2.3176072 -0.8187842],[0.01503311 0.9439619  0.04100502]
206,negative,negative,TRUE,"Fedt igen at se at Viasats eksperter er ukvalificeret. At graulund kan sætte Duncan og Zidan over Dame, er mærkeligt. At overhovedet have Duncan på en top fem kan udfordres. Santin, Jimmy Fall, Utaka, Pukki, Nordstrand, zuma osv er sgu da bedre end Dunken #sldk #biffck",[ 7.577512  -4.3898354 -3.4438136],[9.9997735e-01 6.3480061e-06 1.6348935e-05]
207,negative,negative,TRUE,Der vil jeg anbefale at du læser op på hvad de facto betyder. Det svarer til at lovgive om at svin skal slagtes på Grønland og derefter undre sig over at slagterier lukker.,[ 7.3382363 -3.6415968 -4.0736527],[9.9997187e-01 1.7041453e-05 1.1062858e-05]
208,negative,negative,TRUE,JP mener: Fænomenet Rasmus Paludan må udløse alvorlig selvransagelse hos alle partier - alle partiet har været medvirkende til at ændre dk med masseindvandring. Det har kostet og vil koste endnu mere i fremtiden ... desværre #dkpol,[ 7.1561527 -3.776521  -3.66436  ],[9.9996209e-01 1.7864208e-05 1.9984560e-05]
209,positive,negative,MISS,"🙄 Pitchfork var en cool musikblog engang. Nu lyder de som P3. Der var mange fede sange i 2018. Jeg synes dog ikke at nogle af disse er i blandt dem. Snail Mail udsendte et fedt album, men det er næppe en af årets bedste sange. Mærkeligt at man kan opfatte musikår så forskelligt.",[-3.7126794  -0.70804507  4.726761  ],[2.1518605e-04 4.3422021e-03 9.9544263e-01]
210,neutral,negative,MISS,"Hvorfor var der ikke straffe til AaB der? Der er jo straffe INDEN der er offside. 
Ligesom i Arsenal-Tottenham. Det mener reglerne i England jo i hvert fald:",[-0.6107408  3.0255935 -2.9351106],[0.02560799 0.9718864  0.00250562]
211,negative,negative,TRUE,"Really? - det bliver sgu sværere og sværere at overbevise min bedre halvdel om at at Danmark overhovedet ønsker at man skal integrere sig. Jeg fattes ord. Gad vide om vil støtte det?

#dkpol #pakker #snart #sydfrugter",[ 7.008146  -3.2544436 -4.010118 ],[9.9994862e-01 3.4913366e-05 1.6398590e-05]
212,negative,negative,TRUE,"Åbent spørgsmål; tror mænd, at kvinder ikke ser, når de lige kigger og vurderer ben&amp;røv&amp;det hele, mens man taler i professionel sammenhæng om noget arbejdsagtigt?
Er de ligeglade?
Er det meningen, hun skal se det?
Er det noget andet? 
Jeg shamer ikke, jeg undrer mig helt ægte.",[ 6.3479223 -2.6296875 -3.9374175],[9.9983966e-01 1.2618394e-04 3.4124339e-05]
213,neutral,neutral,TRUE,"Jo jo, men med den tiltro, der er til Stage i Aarhus, kunne han vel godt have været nået til Basel til de sidste 20 minutter, hvis han havde fået opkaldet i pausen?",[-2.4723043  3.4645796 -1.7640544],[0.00261929 0.99206245 0.00531829]
214,neutral,positive,MISS,"Lige præcis - det er derfor vi har foreslået en grundlæggende omlægning af registreringsafgiften, forbud mod salg af benzin- og dieselbiler i 2025 samt vores store landbrugsplan om udtagning af 1/3 af landbrugsjorden fra intensiv drift. Det er den vej, vi tror det er bedst at gå.",[-0.46918976  3.0994005  -3.2303932 ],[0.02737493 0.9708945  0.00173052]
215,positive,positive,TRUE,"Du bestemmer helt selv om, hvad du vil bruge den ekstra frihed en liberal regering giver dig i form af færre køer og lavere skatter til - om du vil hente dine børn tidligere eller arbejde mere - det er helt op til dig 😊 - nogle vil gøre det ene - andre det andet.",[-2.9302971 -2.669405   5.987056 ],[1.3400134e-04 1.7394547e-04 9.9969208e-01]
216,negative,negative,TRUE,"Ikke blandt skolebørn, det har jo været kendt han stod ved skoler for at videofilme til youtube. men.. den brede befolkning har ikke anet hvad han egentlig var for en person det er sket efter de 4.600 artikler der har været i April måned ps. fedter du for medierne ?#dkmedier",[ 7.5668445 -3.9279833 -3.96385  ],[9.9998009e-01 1.0182427e-05 9.8236796e-06]
217,neutral,neutral,TRUE,Spidskandidat for Klaus Riskær Pedersen anklages for fusk med smykkefirma,[-0.5558233  2.776429  -2.8372996],[0.03436016 0.9621305  0.00350932]
218,neutral,neutral,TRUE,"Seneste nyt fra Danmark og Verden #nyheder: Danskere tilbragte påsken online i sommerhuset Mange forbinder formentlig sommerhus med gåture, brætspil og gode bøger, men noget tyder på, at danskere er lige så meget online i sommerhuset som derhjemme.
En an…",[-1.736113   3.6019216 -2.3736663],[0.00477027 0.99270827 0.00252149]
219,negative,negative,TRUE,"Venter spændt på, om medierne nu også vil fokusere på, at Socialdemokratiet har omfartsvejen ved Mariager med i deres infrastrukturplan. Tankevækkende hvordan samfundsøkonomien i projekter kun er vigtige, når borgerlige partier går ind for dem #dkpol #dkmedier #togfonden",[ 7.292579  -3.4760957 -4.1236215],[9.9996793e-01 2.1047961e-05 1.1015219e-05]
220,neutral,negative,MISS,"Min #fredagsbog er Stephen Kings (erindret elendige) Desperation, fordi er uenig med min erindring (og jeg vil være sikker på, at han tager fejl)",[-1.1679299  0.5780378  0.4484034],[0.08499035 0.48711753 0.4278921 ]
221,negative,negative,TRUE,"Fiasko eller ej, det er uden betydning. Jeg fatter ikke hvorfor DF hele tiden skal gøre sig til smagsdommere. Dette land bliver fattigere med deres indblanding i film og TV. #dkmedier #dkpol #
[LINK]",[ 7.5431747 -4.0768547 -3.6961968],[9.9997795e-01 8.9841242e-06 1.3145996e-05]
222,negative,negative,TRUE,"De manglende svar fra og siger vel bare at de ingen klimaplan har som rent faktisk kan bruges til noget , kun ideologier ingen holdbare løsninger . #dkpol #dkgreen",[ 6.9096146 -3.1571963 -3.9690669],[9.9993873e-01 4.2463234e-05 1.8854811e-05]
223,negative,negative,TRUE,"Nogen gør altså hvad de kan, for at skaffe sig så mange fjender som muligt, blot for at få lidt omtale i pressen. #dkpol",[ 7.3486433 -4.1287622 -3.418133 ],[9.99968529e-01 1.03612565e-05 2.10879753e-05]
224,neutral,positive,MISS,"Baggrundsinfo: Folkeforbundet er kendt, fordi det indførte principiel ligestilling mellem kønnene ved alle stillingsbesættelser i 1919, altså lang tid inden det blev muligt for kvinder at blive ansat som diplomater i de fleste nationale udenrigstjenester.",[-0.81322753  2.441879   -2.3447556 ],[0.03684792 0.95518535 0.00796671]
225,neutral,neutral,TRUE,"Hvordan er det med sætningen ""Det ligner, at...""? Er det generelt accepteret at skrive? Jeg ser det flere og flere steder, men plejer at anbefale at rette det til ""Det ser ud som om, at"", når jeg redigerer tekster, men måske har jeg ikke fulgt ordenligt med.",[ 0.73489743  2.9079823  -4.159347  ],[1.0211549e-01 8.9711976e-01 7.6480070e-04]
226,negative,negative,TRUE,RT @USER: Må si det er ting som bekymrer meg mer her i landet enn hvilken kanal skirenn sendes på. Virkelig! #dax18,[ 4.317015  -1.0379657 -3.5511224],[9.9491864e-01 4.7005522e-03 3.8080174e-04]
227,neutral,neutral,TRUE,Ung mand kørte med hash i systemet,[-2.2145028  3.9012887 -2.361159 ],[0.00219868 0.9959026  0.00189876]
228,negative,negative,TRUE,"Stop pirateri og verdenshistoriens største kunsttyveri ! husk: Free internet betyder ikke internet for free! Og har aldrig gjort det. Det er noget, IT giganterne har bildt dig ind. #dkpol #eupol",[ 7.383828  -4.3373947 -3.261741 ],[9.9996805e-01 8.1193966e-06 2.3805336e-05]
229,negative,negative,TRUE,"Din familie? Er koranen en familie? Det er en voldelig fascistoid ideologi, få dog noget perspektiv, lmfao. Volden, afbrændingerne og mordforsøgene er blevet genereret efter han har demonstreret i 2 minutter og 37 sekunder det ene sted",[ 7.545339  -4.2131395 -3.660791 ],[9.9997854e-01 7.8225521e-06 1.3590337e-05]
230,negative,neutral,MISS,Jeg synes at den isolationerede dækning også har medført en højredrejning af hele diskursens præmisser -&gt;,[ 5.407957  -1.6966043 -3.947228 ],[9.9909294e-01 8.2060491e-04 8.6437234e-05]
231,positive,positive,TRUE,"Lyt podcasten, se dokumentaren - det er ikke bare dødgodt journalistisk arbejde, det er dødspændende.",[-3.2220175 -4.0972466  8.130703 ],[1.1737323e-05 4.8917245e-06 9.9998343e-01]
232,neutral,neutral,TRUE,"Jo, når du kigger på det flydende gennemsnit af alle målinger.",[-1.055488   3.1389933 -2.6680222],[0.01481071 0.9822364  0.00295298]
233,negative,negative,TRUE,"Der røg det sidste af min respekt for @USER, at man kan kommentere sådan, fordi man er uenig, er simpelthen for lavt. 
Sådan skal en udenrigsminister bare ikke opførere sig på SoMe! 
#dkpol",[ 7.590516  -4.4292526 -3.3983188],[9.9997699e-01 6.0238035e-06 1.6888840e-05]
234,neutral,neutral,TRUE,Kuhn færdig i Hobro,[-2.372123   3.375321  -1.5346212],[0.00315757 0.9895467  0.00729584]
235,neutral,negative,MISS,"Det er lige meget, at ""Den danske sang"" blev skrevet til et korstævne i 1924, og at ”gay” egentlig betyder munter. De betyder noget andet nu, og det skal man kunne diskutere og forholde sig kritisk til, skriver forsker Jan Thorhauge Frederiksen #dkpol
[LINK]",[-0.6275157  3.5806422 -3.571583 ],[1.4644455e-02 9.8458451e-01 7.7104720e-04]
236,negative,negative,TRUE,"Vrøvl. Troen på vores samfund bryder sammen, når det står klart, at Folketinget ikke længere er landets lovgivende magt, og ministeriers misbrug af bl.a. politiet ignoreres.

Meget lovgivning herunder færdselsloven overtrædes dagligt, uden det påtales.",[ 7.591843  -4.4425497 -3.4036918],[9.9997723e-01 5.9363501e-06 1.6776059e-05]
237,positive,positive,TRUE,"RT @USER: #dkpol #dkkultur Absolut en artikel, der er værd at læse

[LINK]",[-3.6181428 -3.244338   7.857717 ],[1.0377349e-05 1.5080921e-05 9.9997449e-01]
238,negative,negative,TRUE,"Jo, det kunne jo starte med at de etablerede partier alle klart tilkendegiver, at manden ikke har en chance for indflydelse. Lige nu er meldingen fra jer, at I ikke vil udelukke noget... God 4. maj!",[ 7.2297153 -3.3886242 -4.141636 ],[9.9996400e-01 2.4462348e-05 1.1520446e-05]
239,neutral,neutral,TRUE,"NPR lavede i 2015 en historie om Pete, der hang folk ud online, der opførte sig dårligt i metroen. Er der nogen der kender et godt dansk eksempel på det samme? Det, at blive så iriteret, at man går ret langt for at komme det til livs/gøre opmærksom på det?
[LINK]",[-1.0722877  3.6383462 -3.213542 ],[0.00890947 0.9900435  0.00104693]
240,neutral,positive,MISS,"Bager fastelavnsboller. Har spist resten af kagecreme, imens bollerne er i ovnen.",[-2.0560143  3.5644338 -2.0844536],[0.00359732 0.9929062  0.00349645]
241,positive,positive,TRUE,Han bliver omtalt som “gårdens maskot” af de andre beboere 😂❤️🤗,[-3.1922994 -3.5853693  7.222242 ],[2.9991656e-05 2.0243806e-05 9.9994981e-01]
242,neutral,negative,MISS,Nå. Men hvad er dit svar?,[-0.01381568  3.0897906  -3.429925  ],[0.04289823 0.95569295 0.00140878]
243,neutral,neutral,TRUE,"for længe siden kunne man anmode om at få / købe en af de gamle klippekort automater.. Men hvad er de koster..?? Det kan jeg ikke huske, og jeg kan heller ikke finde det gamle opslag i lavede på Facebook..",[ 1.041147   2.3598442 -4.023    ],[0.21075407 0.7879142  0.00133182]
244,positive,positive,TRUE,"Danske børn er for dårlige til sprog, men det kan en stor pædagogisk succeshistorie fra Horsens måske lave om på 👶📚",[-3.5148056 -1.1544645  4.5205965],[3.2258319e-04 3.4176286e-03 9.9625981e-01]
245,neutral,positive,MISS,"GINI ❤️ #lfcdk 
Premier League’s mest undervurderede midtbanespiller!",[-2.0491588  2.037478  -0.5747018],[0.01540643 0.9172881  0.0673055 ]
246,positive,positive,TRUE,så er serien igang med sin sidste sæson. Jeg er begejstret. Tak til Imperial for et godt arrangement med @USER. Gæster og,[-3.3474998 -3.9601166  8.1258745],[1.0403269e-05 5.6378540e-06 9.9998391e-01]
247,neutral,negative,MISS,Information ønsker berufsverbot mod islamkritikere: - Kan advokat Rasmus Paludan forsvare udlændinge og samtidig være med i For Frihed? #dkpol,[ 0.10159453  3.2383785  -3.76123   ],[4.1578840e-02 9.5754766e-01 8.7351241e-04]
248,neutral,negative,MISS,"»Nu hvor jeg har tænkt over det, Christiane, så kan jeg godt se, at jeg har jeg har smadret alle ruderne i dit drivhus, men du skal vide, at jeg er åben overfor, at du rydder op.«",[-0.40480757  2.5672972  -2.736519  ],[0.04847282 0.9468191  0.00470813]
249,negative,negative,TRUE,"Jeg elsker virkelig Eurovision, men er enig med Mari Boine i at man skal og må boikotte det i år. Jeg har alltid ment at det er en ikke-politisk musikkonkurranse, men det får være grenser for hva vi skal tåle som medmennesker. #boicotIsrael",[ 2.9639468 -0.906464  -2.201221 ],[0.9741253  0.02031032 0.00556431]
250,positive,positive,TRUE,"Havde det på samme måde - og det er IKKE en kritik af hverken håndbold eller præstationen. For nogle af os er klubfodbolden bare større. Meget større. Og det her er fra mig til dig, @USER:",[-3.6887603   0.67146343  2.731832  ],[0.00144167 0.11284596 0.8857123 ]
251,neutral,neutral,TRUE,RT @USER: Pape skærer igennem: Der vil komme IS-krigere tilbage til Danmark,[-0.5090923  3.3049088 -3.5685656],[0.02156178 0.97742665 0.00101151]
252,negative,neutral,MISS,Er samfundsomstyrtende virksomhed ikke allerede forbudt? Ellers må du definere mere præcist hvad det er du hentyder til. Bare til forståelsen så hentyder jeg til islams imperativ vedr. sharia,[ 3.163213   0.7141292 -4.3610682],[9.2003727e-01 7.9466090e-02 4.9665116e-04]
253,positive,neutral,MISS,Uha det var langt tid og du er tålmodig at de gør det færdig ❤️❤️,[-2.8878827 -3.987421   7.548419 ],[2.9346384e-05 9.7730781e-06 9.9996090e-01]
254,positive,positive,TRUE,"har som den første kommune søsat en chatbot, der kan besvare borgernes spørgsmål døgnet rundt. Yderligere fem kommuner er på vej med chatbots for at styrke borgerservicen. Vi er glade for at hjælpe til. #dkpol #kompoldk #AlleTidersRoskilde",[-3.7823284 -3.025958   7.300909 ],[1.5367037e-05 3.2739928e-05 9.9995184e-01]
255,negative,positive,MISS,Jeg er ikke enig. Jeg går på valg på at beholde rosiner i bagværk #dkpol #KlimaLine,[ 2.2332494 -3.5247471  1.5891364],[0.654328 0.002066 0.343606]
256,negative,negative,TRUE,"Jeg sagde at NÅR racisten &amp; hans lige popper op, så ska de mødes med demokratiets fulde kraft. Og her popper de så op...

Hva faen tænker I på @USER? De ønsker blod i gaderne &amp; etnisk udrensning FFS!

Det her er dødsensfarligt!

#dkpol
[LINK]",[ 7.5524635 -4.4139795 -3.4025028],[9.9997616e-01 6.3537404e-06 1.7470613e-05]
257,neutral,neutral,TRUE,"RT @USER: Kære #twitterhjerne 

Hvordan gør jeg min grill sommerklar!?",[-3.294797   3.6623883 -0.9603014],[9.4162289e-04 9.8933685e-01 9.7215511e-03]
258,negative,negative,TRUE,"#dkpol
Anna Libak anfægter vores ret til at lave en kampagne, der handler om, hvordan fattigdom og ulighed vokser i Danmark . . . Det baserer sig også på et udemokratisk syn på civilsamfundets rolle.[LINK]",[ 7.615678  -4.4792137 -3.396071 ],[9.9997795e-01 5.5878631e-06 1.6506254e-05]
259,positive,positive,TRUE,"Det her må vi kunne gøre meget bedre. Viden skal i spil - ikke mindst i rygraden af Danmarks erhvervsliv, de små og mellemstore virksomheder, hvor viden sikrer udvikling og godt workflow. Tak til for endnu en gang at gøre os klogere. #videnispil",[-3.280363  -3.6368325  7.471786 ],[2.1398580e-05 1.4982090e-05 9.9996364e-01]
260,positive,neutral,MISS,"Spritny Megafon måling giver Nye Borgerlige 7 mandater.

Jeg tror på, at mange danskere i det stille er dybt trætte af de gamle partier og støtter Nye Borgerlige. Ca. 30 % af vælgerne har ikke ytret sig / besluttet...",[-2.9415357 -1.4282596  4.708143 ],[4.7494352e-04 2.1569964e-03 9.9736804e-01]
261,neutral,neutral,TRUE,“EU skal vise vejen til en grønnere verden. Vi har travlt. EU skal være klimaneutralt senest 2050” - #ep19dk-budskab fra #dkenergi,[-2.8898702  2.8646421 -0.3245987],[0.00303384 0.9575136  0.03945256]
262,positive,neutral,MISS,"💬 Lad os høre, hvad du mener – bidrag til årets tilskuerundersøgelse i og hjælp os med at gøre det hele lidt bedre 👇🏼 #fcm #fcmlive #sldk 

[LINK]",[-3.8533032  1.3712331  2.1072824],[0.0017403  0.32330504 0.67495465]
263,negative,negative,TRUE,"Er den asfalt-aftale ikke snart lidt tyndslidt? #dkpol 
[LINK]",[ 6.7375937 -2.7979658 -4.213033 ],[9.9991024e-01 7.2230410e-05 1.7545446e-05]
264,neutral,neutral,TRUE,"Det er overordnet en konjunkturer effekt, men hvor grupper med lav besk. oplever de største stigninger i beskæftigelsesgraden - så ja, de bidrog også, men de er ikke så mange at de kan flytte den aggregerede kurve så meget",[-1.6118248  3.5800056 -2.6311069],[0.00552004 0.992488   0.00199193]
265,neutral,neutral,TRUE,"Alternativet er tæt på spærregrænsen i en ny måling, som Epinion har foretaget for DR. Partiet står til 2,4 procent af stemmerne hvilke er en halvering af deres valgresultat fra 2015. #dkpol #fv19",[-0.45715863  3.268486   -3.3250272 ],[0.02349911 0.97516567 0.00133522]
266,positive,positive,TRUE,"🇩🇰 #GoCards 🇩🇰

Det vrimler med fans fra nærmest alle NFL-hold i Nashville. De mest fantastiske mennesker, vi har mødt, er Lisa og hendes mand Rick (på billedet👇). Rick har kun misset ÉN (!!!) hjemmekamp siden 1988, hvor Cardinals kom til Arizona 👏🏈 #nfldk #truefans #NFLDraft",[-3.245364  -3.9819498  7.855656 ],[1.50965825e-05 7.22741834e-06 9.99977708e-01]
267,neutral,positive,MISS,Ka’ vi ikke få det jazzgalskab tilbage?,[-2.0117414  3.9614253 -2.2058809],[0.0025344  0.9953784  0.00208719]
268,negative,neutral,MISS,"Nej, jeg ændrer manuelt formation inde i kampen, og så sker denne bug",[ 2.6844618   0.73012567 -3.8490038 ],[0.8748046  0.12392348 0.00127193]
269,neutral,neutral,TRUE,"Men hvis ikke det står på døren, så skal ministrene vel passes af folketingsbetjenten?",[-1.1375737  3.9809382 -3.5053246],[5.9460006e-03 9.9349689e-01 5.5708812e-04]
270,negative,negative,TRUE,"RT @USER: Afera Srebrnej to jeden wielki skandal. Prokuratura nie tylko wszczęła śledztwo, ale potrafiła od razu wsadzić @USER…",[ 7.4072275 -3.9210134 -3.8492277],[9.99975085e-01 1.20280847e-05 1.29232785e-05]
271,negative,negative,TRUE,"I daginstitutionerne er der ikke nok voksne. I skolerne kører man tests lavet af folk, der ikke har været opgaven voksen. På ungdomsuddannelserne rammes de små voksne i stigende grad af angst og stress. Hva' så #dkpol, - skal vi tage os sammen? #uddpol #gymnasiechat #skolechat",[ 6.933772 -3.396533 -3.797811],[9.9994552e-01 3.2627351e-05 2.1842849e-05]
272,neutral,neutral,TRUE,"Der er ikke afbrændingsforbud, så medmindre der bringes andre i fare, eller det er anden persons ejendom ( §§ 180 - 181), nej - med forbehold for lokale forbud og påbud og ordesbekendtgørelsen",[-1.6736286  4.3328185 -3.3315709],[2.4556234e-03 9.9707651e-01 4.6787129e-04]
273,negative,negative,TRUE,"“Du er uønsket med dit barn i Folketingssalen”. 

@USER får da vredet retorikken og hendes personlige valgkampagne til den sidste dråbe.",[ 7.4947157 -4.6422896 -3.0011737],[9.9996698e-01 5.3573672e-06 2.7648954e-05]
274,negative,positive,MISS,"DBU kan ikke svare noget, fordi det eneste rigtige svar er en fyring af dem. Og det er fair, hvis de lige gør tingene i den rigtige rækkefølge. Men jeg tror på, at den kommer. Det MÅ den gøre. Alt andet vil være for vanvittigt.",[ 6.134075  -2.7412782 -3.5313675],[9.9979681e-01 1.3976388e-04 6.3425425e-05]
275,neutral,neutral,TRUE,"Ved vi noget om, hvornår de melder ud efter mødet i aften? Er nysgerrig efter periodens længde og afløseren. Og hvorfor lige nu, når overgrebet ikke er sket sådan lige nu og her...",[ 0.62401736  2.48208    -3.71137   ],[0.134691   0.863545   0.00176402]
276,neutral,neutral,TRUE,"Afviser ikke 100% dit argument. Men de møder op hvis jeg melder en demonstration ... heldigvis. Man skal gerne kunne demonstrere (ligegyldigt budskabet) uden at få tæsk for det tænker jeg? Mener bestemt det er politiets rolle at sørge for, selv for idioter.",[ 0.26990008  0.9945221  -1.6520752 ],[0.31150043 0.64292157 0.04557801]
277,neutral,neutral,TRUE,"Top 20: Mandagsprogrammer i tæt duel #dkmedier #medienyt
[LINK]",[-1.4373217  3.954291  -3.1419609],[4.5302357e-03 9.9464607e-01 8.2376914e-04]
278,positive,neutral,MISS,"Måske. Måske ikke. 
Men det er altid godt med ambitioner, hvad enten man er enig eller ej.",[-3.6232572 -1.2925037  5.087326 ],[1.6452612e-04 1.6922632e-03 9.9814320e-01]
279,positive,neutral,MISS,"Godt nok er du bibliotrice, men nej det her kan jeg dokumentere 😜",[ 0.09041867 -2.4690645   2.4697618 ],[0.08420943 0.00651315 0.90927744]
280,positive,positive,TRUE,"Liverpool er selvsagt klasser bedre end Huddersfield, men Keita blir en kæmpe profil næste sæson. Sammen med Alex Oxlade-Chamberlain kan det blive en voldsom midtbane #pldk",[-3.4021828  1.382124   1.8254551],[0.00325764 0.38967392 0.6070684 ]
281,positive,positive,TRUE,"Meget enig med Gode uddannelser kræver international udveksling, og så er det ressourcespild hvis vi ikke sørger for, at dem vi uddanner, også kan bidrage til DK’s økonomi.",[-2.4320483 -1.421771   4.009102 ],[0.0015851  0.00435327 0.99406165]
282,neutral,negative,MISS,"Klokken er 8, og det er derby-dag. Lige nu plejer jeg at ligge i fosterstilling og ryste af nervøsitet. Det gør jeg ikke - havde ikke engang nerver på i går, og dèt bekymrer mig! 😕 #fcklive #biffck #sldk",[-0.3341218  0.976632  -1.1454642],[0.19405307 0.7197367  0.08621027]
283,positive,positive,TRUE,Og det har du gjort SÅ godt - vi kommer til at savne dig,[-3.3269005 -3.6783633  7.901326 ],[1.3293315e-05 9.3539520e-06 9.9997735e-01]
284,negative,negative,TRUE,"Så er der #Presselogen bl.a. med fokus på fuppressemøde der blev valgets første ""løftebrud""... lovede pressen nyheder men det eneste de fik var en lang næse 😡
Genudsendes kl. 13.05 til ære for ""søndags-syvsoverne"" 😍
#dkpol #dkmedier",[ 5.8857284 -3.7073047 -2.2300127],[9.9963307e-01 6.8177236e-05 2.9868897e-04]
285,neutral,neutral,TRUE,Hvad skal dit forbund hedde?,[-0.28149563  3.2054672  -3.4269626 ],[0.02964758 0.9690763  0.00127623]
286,neutral,neutral,TRUE,"Min kronik i dag 24 april 2019 : ""Er borgerinddragelse blevet politisk avantgarde ?"" Kan læses for ikke abonnenter af Politiken her:",[-0.30562234  2.6722505  -2.8826363 ],[0.04825794 0.9480745  0.00366763]
287,positive,neutral,MISS,"#RamadanWorkshop 

Så er det idag, at #Maahad slår dørene op for deres Ramadanworkshop kl. 14:00.

Adresse: Titangade 15, 2200 København

[LINK]",[-4.268758   1.4218618  2.5492299],[0.00082561 0.24444516 0.7547293 ]
288,positive,positive,TRUE,Hahah er så enig. Forøvrig misunnelig på de som ikke har sett det😪,[-2.4561727 -4.144261   7.1883187],[6.4776490e-05 1.1975396e-05 9.9992323e-01]
289,positive,positive,TRUE,Fantastisk - ikke mindst når vi når frem til de forløbne to årtier:,[-2.5345545 -4.046643   7.382214 ],[4.9337348e-05 1.0876381e-05 9.9993980e-01]
290,positive,neutral,MISS,"Findes der en journalist hos #dkmedier, der har mod på at lave den positive historie? Så findes der masser af villige interview-*ofre* i @USER|s tråd, inkl. undertegnede.",[-4.007286  -2.8112316  7.429428 ],[1.0791403e-05 3.5687637e-05 9.9995351e-01]
291,negative,negative,TRUE,"Selvfølgelig. Der er masser af gode undskyldninger for, at man gjorde, som man gjorde. Man fattede jo åbenlyst ikke sagens alvor. Men at gå i flyverskjul indtil ens egen undersøgelse var klar - en undersøgelse der kun kunne være negativ for bank/ledelse - var et underligt træk.",[ 7.359523  -3.6541882 -4.0643272],[9.99972582e-01 1.64738158e-05 1.09313305e-05]
